id,experiment,particle_type,x,y,z
73,TS_5_4,apo-ferritin,5753.208556149733,4868.288770053476,1790.0534759358288
74,TS_5_4,apo-ferritin,5825.294117647059,4711.882352941177,1583.8823529411764
75,TS_5_4,apo-ferritin,5461.597222222222,5283.791666666667,1769.0138888888891
76,TS_5_4,apo-ferritin,5274.095477386935,5376.0175879396975,1705.3140703517588
77,TS_5_4,apo-ferritin,5403.11004784689,5191.052631578947,1558.7081339712918
78,TS_5_4,apo-ferritin,5210.0,5932.545454545454,1615.0
79,TS_5_4,apo-ferritin,5294.782608695652,5792.898550724638,1715.6521739130435
80,TS_5_4,apo-ferritin,5428.761904761905,5698.841269841269,1780.031746031746
81,TS_5_4,apo-ferritin,5445.604395604396,5524.945054945055,1782.967032967033
82,TS_5_4,apo-ferritin,5730.085106382978,5500.723404255319,1783.9574468085107
83,TS_5_4,apo-ferritin,5854.084507042254,5339.43661971831,1790.8450704225354
84,TS_5_4,apo-ferritin,5740.140845070423,5770.93896713615,1773.8967136150234
85,TS_5_4,apo-ferritin,5631.398416886543,5902.427440633245,1788.3641160949867
86,TS_5_4,apo-ferritin,5464.764705882353,5941.7058823529405,1778.5294117647059
87,TS_5_4,apo-ferritin,5372.666666666666,6071.416666666666,1787.25
88,TS_5_4,apo-ferritin,5284.285714285715,6221.571428571428,1690.5714285714284
89,TS_5_4,apo-ferritin,5614.193548387097,5731.209677419355,1738.7903225806451
90,TS_5_4,apo-ferritin,4939.373040752351,6036.645768025078,1511.4420062695924
91,TS_5_4,apo-ferritin,4868.089171974522,6066.369426751593,1624.0127388535032
92,TS_5_4,apo-ferritin,4949.136363636364,6210.090909090909,1530.5
93,TS_5_4,apo-ferritin,5048.055555555556,5891.666666666666,1208.0555555555557
94,TS_5_4,apo-ferritin,3347.5757575757575,2623.7373737373737,118.18181818181819
95,TS_5_4,apo-ferritin,3388.5340314136124,2619.0575916230364,454.4502617801047
96,TS_5_4,apo-ferritin,3431.0638297872338,2393.723404255319,162.4468085106383
97,TS_5_4,apo-ferritin,3475.6756756756754,2330.945945945946,338.3783783783784
98,TS_5_4,apo-ferritin,3111.707317073171,2163.4146341463415,36.58536585365854
99,TS_5_4,apo-ferritin,3218.2278481012654,2280.1265822784812,56.45569620253164
100,TS_5_4,apo-ferritin,5139.240506329114,350.37974683544303,1063.0801687763712
101,TS_5_4,apo-ferritin,5042.105263157895,323.68421052631584,1095.438596491228
102,TS_5_4,apo-ferritin,4938.664495114007,385.7654723127036,1075.7980456026057
103,TS_5_4,apo-ferritin,4886.195652173913,365.6521739130435,1079.7826086956522
104,TS_5_4,apo-ferritin,4817.520661157025,436.19834710743805,1124.2148760330579
105,TS_5_4,apo-ferritin,4812.58064516129,484.03225806451616,1191.4516129032259
106,TS_5_4,apo-ferritin,5108.904109589041,560.4109589041095,1243.5616438356165
107,TS_5_4,apo-ferritin,5159.736842105263,768.5526315789474,1288.6842105263158
108,TS_5_4,apo-ferritin,5583.548387096775,4587.2043010752695,1638.3870967741937
109,TS_5_4,apo-ferritin,5475.844155844156,4393.376623376624,1710.7792207792206
110,TS_5_4,apo-ferritin,2476.026785714286,1378.3482142857142,1046.205357142857
111,TS_5_4,apo-ferritin,2519.942857142857,1205.142857142857,1372.2857142857142
112,TS_5_4,apo-ferritin,1749.377593360996,2193.9004149377593,487.7593360995851
113,TS_5_4,apo-ferritin,1781.2408759124087,2185.5474452554745,635.6934306569343
114,TS_5_4,apo-ferritin,1629.5238095238096,2150.3174603174602,413.4920634920635
115,TS_5_4,apo-ferritin,1711.1881188118812,2131.3861386138615,408.51485148514854
116,TS_5_4,apo-ferritin,1843.5632183908046,2057.7011494252874,587.2413793103449
117,TS_5_4,apo-ferritin,1637.2727272727273,2064.4545454545455,91.27272727272727
118,TS_5_4,apo-ferritin,1750.909090909091,2030.3030303030303,148.1818181818182
119,TS_5_4,apo-ferritin,1510.4504504504505,1974.2792792792793,124.27927927927928
120,TS_5_4,apo-ferritin,1924.4705882352941,1901.7254901960787,222.8235294117647
121,TS_5_4,apo-ferritin,2134.7305389221556,1923.5329341317365,126.82634730538922
122,TS_5_4,apo-ferritin,1155.9756097560976,4069.939024390244,265.79268292682923
123,TS_5_4,apo-ferritin,1085.1824817518248,4090.5839416058393,402.55474452554745
124,TS_5_4,apo-ferritin,1267.6136363636365,4080.0,122.04545454545455
125,TS_5_4,apo-ferritin,1089.8603351955308,4224.581005586592,300.3072625698324
126,TS_5_4,apo-ferritin,888.2926829268292,3947.8861788617887,416.910569105691
127,TS_5_4,apo-ferritin,5123.882352941177,4718.705882352941,1019.4117647058823
128,TS_5_4,apo-ferritin,5167.36040609137,4640.507614213198,1272.7411167512691
129,TS_5_4,apo-ferritin,5021.940298507463,4695.298507462687,981.5671641791045
130,TS_5_4,apo-ferritin,5206.234817813765,4486.315789473684,1257.9757085020244
131,TS_5_4,apo-ferritin,5024.545454545454,4519.675324675325,973.5714285714287
132,TS_5_4,apo-ferritin,5422.5,4281.029411764706,88.08823529411765
133,TS_5_4,apo-ferritin,5493.191489361702,4155.106382978724,146.27659574468086
134,TS_5_4,apo-ferritin,5287.185628742514,4330.838323353293,64.0119760479042
135,TS_5_4,apo-ferritin,5280.416666666666,4046.388888888889,434.72222222222223
136,TS_5_4,apo-ferritin,5226.428571428571,4090.0,455.1428571428571
137,TS_5_4,apo-ferritin,5147.35294117647,4126.176470588235,428.235294117647
138,TS_5_4,apo-ferritin,5255.3488372093025,4282.7441860465115,379.6279069767442
139,TS_5_4,apo-ferritin,5248.712871287129,4313.960396039603,462.7722772277227
140,TS_5_4,apo-ferritin,5205.196078431372,4225.196078431372,420.29411764705884
141,TS_5_4,apo-ferritin,5135.48,4348.5599999999995,400.20000000000005
142,TS_5_4,apo-ferritin,5006.231884057971,4541.159420289855,406.0869565217391
143,TS_5_4,apo-ferritin,4888.614232209738,4781.123595505618,464.6441947565543
144,TS_5_4,apo-ferritin,4746.119402985075,4730.89552238806,1182.5373134328358
145,TS_5_4,apo-ferritin,4736.43006263048,4792.881002087683,1420.62630480167
146,TS_5_4,apo-ferritin,4180.882352941177,3831.5441176470586,1597.3529411764707
147,TS_5_4,apo-ferritin,4243.296213808463,3936.9487750556796,1677.706013363029
148,TS_5_4,apo-ferritin,4721.384615384615,5363.0,1398.3846153846152
149,TS_5_4,apo-ferritin,4611.904761904762,5486.9047619047615,1434.7619047619048
150,TS_5_4,apo-ferritin,2207.6543209876545,6100.246913580248,1037.530864197531
151,TS_5_4,apo-ferritin,1972.7868852459017,6134.426229508197,1105.1639344262296
152,TS_5_4,apo-ferritin,1666.2921348314605,121.01123595505618,92.80898876404494
153,TS_5_4,apo-ferritin,1729.0822784810125,91.32911392405063,372.4050632911393
154,TS_5_4,apo-ferritin,2116.8539325842694,317.4531835205993,170.0374531835206
155,TS_5_4,apo-ferritin,2141.222222222222,323.22222222222223,284.44444444444446
156,TS_5_4,apo-ferritin,1866.6216216216217,280.2852852852853,135.66066066066065
157,TS_5_4,apo-ferritin,2119.4117647058824,4276.470588235294,260.29411764705884
158,TS_5_4,apo-ferritin,2173.125,4322.916666666667,382.70833333333337
159,TS_5_4,apo-ferritin,1928.5714285714287,4560.25974025974,14.415584415584416
160,TS_5_4,apo-ferritin,1933.8582677165355,4587.58530183727,65.2755905511811
161,TS_5_4,apo-ferritin,1891.3,4636.2,193.35000000000002
162,TS_5_4,apo-ferritin,2094.1463414634145,4625.8536585365855,186.09756097560975
163,TS_5_4,apo-ferritin,2163.5365853658536,4685.365853658537,256.9512195121951
164,TS_5_4,apo-ferritin,1995.8064516129034,4629.8387096774195,494.6774193548387
165,TS_5_4,apo-ferritin,2120.8673469387754,4445.408163265306,66.4795918367347
166,TS_5_4,apo-ferritin,2013.9583333333335,4445.4629629629635,835.4629629629629
167,TS_5_4,apo-ferritin,2117.92,4620.8,827.12
168,TS_5_4,apo-ferritin,1971.023622047244,4561.417322834646,1500.511811023622
169,TS_5_4,apo-ferritin,1863.5751295336788,4426.21761658031,1532.1243523316061
170,TS_5_4,apo-ferritin,2090.892388451444,4450.892388451443,1695.275590551181
171,TS_5_4,apo-ferritin,2020.4046242774566,4306.936416184971,1515.8381502890174
172,TS_5_4,apo-ferritin,4067.39837398374,886.178861788618,949.1869918699188
173,TS_5_4,apo-ferritin,4093.8028169014087,845.2112676056338,1029.718309859155
174,TS_5_4,apo-ferritin,4016.684210526316,870.3684210526317,796.3157894736843
175,TS_5_4,apo-ferritin,4108.248175182482,1006.8613138686133,893.5036496350365
176,TS_5_4,apo-ferritin,4068.6567164179105,1134.1791044776119,1087.313432835821
177,TS_5_4,apo-ferritin,480.20348837209303,3384.912790697674,1580.1453488372092
178,TS_5_4,apo-ferritin,509.27083333333337,3590.902777777778,1572.1527777777778
179,TS_5_4,apo-ferritin,5399.382716049382,841.1728395061727,78.7037037037037
180,TS_5_4,apo-ferritin,5447.986577181208,704.2953020134229,283.69127516778525
181,TS_5_4,apo-ferritin,5406.025641025641,643.974358974359,803.974358974359
182,TS_5_4,apo-ferritin,5554.918032786885,767.5409836065573,1045.4098360655737
183,TS_5_4,apo-ferritin,4120.212765957447,1115.5387783115993,1561.595744680851
184,TS_5_4,apo-ferritin,4216.025641025641,1128.8461538461538,1573.3333333333335
185,TS_5_4,apo-ferritin,5479.705882352941,470.3921568627451,898.6274509803922
186,TS_5_4,apo-ferritin,5337.455621301775,260.2958579881657,993.5502958579882
187,TS_5_4,apo-ferritin,735.9459459459459,3490.900900900901,320.9009009009009
188,TS_5_4,apo-ferritin,672.8,3553.6000000000004,386.66666666666663
189,TS_5_4,apo-ferritin,499.44000000000005,3360.56,289.20000000000005
190,TS_5_4,apo-ferritin,513.0434782608695,3366.7753623188405,471.4855072463768
191,TS_5_4,apo-ferritin,565.3086419753087,3418.641975308642,660.4938271604938
192,TS_5_4,apo-ferritin,484.1107382550336,3190.6543624161072,608.8087248322147
193,TS_5_4,apo-ferritin,311.7204301075269,3425.9139784946233,601.2903225806452
194,TS_5_4,apo-ferritin,393.9523809523809,3340.809523809524,888.0952380952381
195,TS_5_4,apo-ferritin,3866.3529411764703,5677.764705882353,1392.3529411764707
196,TS_5_4,apo-ferritin,3869.6280991735534,5691.322314049587,1514.6280991735537
197,TS_5_4,apo-ferritin,4288.571428571428,5760.095238095238,1510.952380952381
198,TS_5_4,apo-ferritin,4099.692307692308,5740.0,1532.6153846153848
199,TS_5_4,apo-ferritin,3888.825910931174,5907.327935222673,124.5748987854251
200,TS_5_4,apo-ferritin,3993.0120481927715,5972.650602409639,91.44578313253012
201,TS_5_4,apo-ferritin,4414.262295081968,6012.622950819672,108.19672131147541
202,TS_5_4,apo-ferritin,4433.246753246753,5954.545454545455,121.94805194805195
203,TS_5_4,apo-ferritin,4127.529411764706,6122.0,1348.1176470588234
204,TS_5_4,apo-ferritin,4244.8387096774195,6096.774193548386,1472.4193548387098
205,TS_5_4,apo-ferritin,4360.368098159509,6049.325153374233,725.8282208588957
206,TS_5_4,apo-ferritin,4317.777777777777,6023.425925925926,844.4444444444445
207,TS_5_4,apo-ferritin,4170.245901639344,6082.049180327868,993.5245901639344
208,TS_5_4,apo-ferritin,4200.14705882353,5998.970588235294,554.9264705882352
209,TS_5_4,apo-ferritin,4537.357512953368,6000.518134715026,673.6787564766839
210,TS_5_4,apo-ferritin,4056.3128491620114,5918.491620111732,842.9608938547485
211,TS_5_4,apo-ferritin,4100.79365079365,5969.3650793650795,909.3650793650794
212,TS_5_4,apo-ferritin,4148.134328358209,5856.194029850747,682.2388059701493
213,TS_5_4,apo-ferritin,4276.417910447762,5814.278606965174,904.4029850746268
214,TS_5_4,apo-ferritin,3916.5,5866.2,686.0
215,TS_5_4,apo-ferritin,4684.026548672566,5929.8230088495575,1067.3451327433627
216,TS_5_4,apo-ferritin,4930.9375,5323.75,740.15625
217,TS_5_4,apo-ferritin,5061.549295774647,5290.985915492957,1087.323943661972
218,TS_5_4,apo-ferritin,5121.39344262295,916.0655737704918,68.11475409836065
219,TS_5_4,apo-ferritin,5186.619718309858,1024.7417840375588,117.74647887323944
220,TS_5_4,apo-ferritin,4806.666666666667,4353.055555555556,895.7222222222222
221,TS_5_4,apo-ferritin,4846.8421052631575,4353.421052631579,981.7105263157895
222,TS_5_4,apo-ferritin,4772.222222222223,4474.126984126984,916.984126984127
223,TS_5_4,apo-ferritin,4647.55980861244,4341.339712918661,675.7416267942584
224,TS_5_4,apo-ferritin,1674.5555555555554,1360.0,557.2222222222222
225,TS_5_4,apo-ferritin,1726.806282722513,1342.4607329842931,638.586387434555
226,TS_5_4,apo-ferritin,1376.3157894736842,1631.4736842105262,526.2105263157895
227,TS_5_4,apo-ferritin,1360.44776119403,1545.8208955223881,666.4179104477612
228,TS_5_4,apo-ferritin,1508.1788079470198,1561.3576158940398,546.8874172185431
229,TS_5_4,apo-ferritin,1295.1351351351352,1350.8108108108108,432.7027027027027
230,TS_5_4,apo-ferritin,1342.7659574468087,1272.127659574468,514.8510638297872
231,TS_5_4,apo-ferritin,1461.9148936170213,1225.851063829787,514.2553191489362
232,TS_5_4,apo-ferritin,1476.6666666666665,1391.7204301075271,130.0
233,TS_5_4,apo-ferritin,1455.9459459459458,1569.9099099099099,128.55855855855856
234,TS_5_4,apo-ferritin,1276.833976833977,1625.7142857142858,71.62162162162163
235,TS_5_4,apo-ferritin,1827.5352112676057,3304.8591549295775,1507.8169014084506
236,TS_5_4,apo-ferritin,1873.0,3403.5,1539.75
237,TS_5_4,apo-ferritin,2706.5168539325846,4463.14606741573,1099.438202247191
238,TS_5_4,apo-ferritin,2640.4477611940297,4416.268656716418,1173.731343283582
239,TS_5_4,apo-ferritin,2678.048780487805,4483.008130081301,874.6341463414635
240,TS_5_4,apo-ferritin,2623.995157384988,4562.905569007264,1304.6004842615012
241,TS_5_4,apo-ferritin,3164.7619047619046,1088.7619047619048,269.7142857142857
242,TS_5_4,apo-ferritin,3302.4193548387098,1120.483870967742,315.9677419354839
243,TS_5_4,apo-ferritin,3432.266666666667,1211.3333333333335,60.8
244,TS_5_4,apo-ferritin,3264.469696969697,1280.9848484848485,417.9545454545455
245,TS_5_4,apo-ferritin,2344.207650273224,1476.967213114754,1580.5737704918033
246,TS_5_4,apo-ferritin,2438.6241610738257,1462.3825503355704,1716.023489932886
247,TS_5_4,apo-ferritin,2220.7291666666665,1496.9791666666665,1398.75
248,TS_5_4,apo-ferritin,6003.619402985074,260.97014925373134,1355.2985074626868
249,TS_5_4,apo-ferritin,5935.263157894737,345.85526315789474,1661.1842105263158
250,TS_5_4,apo-ferritin,6054.424778761062,144.24778761061947,1410.353982300885
251,TS_5_4,apo-ferritin,5804.696485623003,550.1916932907349,1545.0159744408948
252,TS_5_4,apo-ferritin,5828.059071729958,694.3881856540086,1764.0928270042195
253,TS_5_4,apo-ferritin,5541.276223776224,631.7657342657343,1567.4475524475524
254,TS_5_4,apo-ferritin,5423.096590909091,568.8636363636364,1721.7897727272727
255,TS_5_4,apo-ferritin,5452.328767123288,712.4657534246575,1764.2465753424656
256,TS_5_4,apo-ferritin,5587.674418604652,656.3255813953488,1794.6046511627906
257,TS_5_4,apo-ferritin,5492.5641025641025,420.3846153846154,1601.9230769230767
258,TS_5_4,apo-ferritin,5583.333333333334,516.5765765765766,1788.7387387387387
259,TS_5_4,apo-ferritin,5679.462365591398,538.736559139785,1441.8548387096776
260,TS_5_4,apo-ferritin,5587.9927007299275,352.37226277372264,1593.7956204379564
261,TS_5_4,apo-ferritin,5702.897845726198,279.6455872133426,1667.936066712995
262,TS_5_4,apo-ferritin,3347.909604519774,2294.256120527307,1546.346516007533
263,TS_5_4,apo-ferritin,3222.407407407408,2327.5925925925926,1529.8765432098764
264,TS_5_4,apo-ferritin,261.1764705882353,2588.4705882352946,660.2352941176471
265,TS_5_4,apo-ferritin,236.31578947368422,2658.2894736842104,695.5263157894738
266,TS_5_4,apo-ferritin,212.89940828402368,2949.171597633136,105.32544378698225
267,TS_5_4,apo-ferritin,185.27777777777777,3001.666666666667,198.61111111111111
268,TS_5_4,apo-ferritin,346.98507462686564,2900.89552238806,120.41791044776119
269,TS_5_4,apo-ferritin,412.15384615384613,2816.461538461538,153.53846153846155
270,TS_5_4,apo-ferritin,405.44444444444446,2683.333333333333,223.44444444444446
271,TS_5_4,apo-ferritin,2744.7383309759543,4167.864214992927,1463.7199434229137
272,TS_5_4,apo-ferritin,2661.340206185567,4183.505154639175,1591.3402061855668
273,TS_5_4,apo-ferritin,3741.9491525423728,4190.0847457627115,1592.7118644067798
274,TS_5_4,apo-ferritin,3880.7762557077626,4255.981735159818,1629.3607305936073
275,TS_5_4,apo-ferritin,3359.508196721312,3296.2295081967213,1250.8196721311474
276,TS_5_4,apo-ferritin,3344.823529411765,3282.705882352941,1472.4705882352941
277,TS_5_4,apo-ferritin,3511.1920529801323,3291.8543046357618,1529.8675496688743
278,TS_5_4,apo-ferritin,1374.9640287769785,893.3093525179856,399.85611510791364
279,TS_5_4,apo-ferritin,1447.5390625,805.3125,469.84375
280,TS_5_4,apo-ferritin,1343.7662337662337,874.8051948051948,159.0909090909091
281,TS_5_4,apo-ferritin,1361.687871077184,723.8846480067854,262.8837998303647
282,TS_5_4,apo-ferritin,1749.344262295082,593.9344262295082,93.7704918032787
283,TS_5_4,apo-ferritin,1641.4666666666667,653.6,174.26666666666665
284,TS_5_4,apo-ferritin,1703.3333333333335,865.1937984496124,270.7751937984496
285,TS_5_4,apo-ferritin,1597.7777777777778,931.7777777777778,366.0
286,TS_5_4,apo-ferritin,1829.3478260869565,717.0652173913044,74.67391304347827
287,TS_5_4,apo-ferritin,1817.890625,677.5,344.609375
288,TS_5_4,apo-ferritin,1724.8039215686274,822.6470588235294,68.33333333333333
289,TS_5_4,apo-ferritin,1529.0196078431372,1070.2941176470588,84.11764705882354
290,TS_5_4,apo-ferritin,1930.923076923077,1140.0,91.53846153846153
291,TS_5_4,apo-ferritin,1910.3529411764705,1090.1176470588236,420.5882352941177
292,TS_5_4,apo-ferritin,2107.3960612691467,1018.6870897155361,705.9080962800875
293,TS_5_4,apo-ferritin,1960.5555555555554,1054.4444444444443,815.5555555555555
294,TS_5_4,apo-ferritin,2235.5882352941176,932.0588235294117,915.1470588235294
295,TS_5_4,apo-ferritin,1900.6849315068494,976.4383561643835,162.8767123287671
296,TS_5_4,apo-ferritin,2316.8707482993195,986.6666666666667,1472.108843537415
297,TS_5_4,apo-ferritin,2336.127946127946,1165.117845117845,1665.4208754208753
298,TS_5_4,apo-ferritin,2523.0028328611897,934.7592067988669,1467.7478753541075
299,TS_5_4,apo-ferritin,2284.6969696969695,804.9494949494949,1332.1212121212122
300,TS_5_4,apo-ferritin,3412.8125,636.25,494.0625
301,TS_5_4,apo-ferritin,3299.4642857142853,482.41071428571433,611.875
302,TS_5_4,apo-ferritin,961.2686567164179,509.3283582089552,387.8358208955224
303,TS_5_4,apo-ferritin,1015.8947368421053,551.1578947368421,500.3157894736842
304,TS_5_4,apo-ferritin,499.50617283950623,337.6543209876543,1270.0
305,TS_5_4,apo-ferritin,626.3507109004739,265.02369668246445,1388.6729857819905
306,TS_5_4,apo-ferritin,641.9672131147541,263.60655737704917,1039.016393442623
307,TS_5_4,apo-ferritin,779.7560975609756,100.24390243902438,1282.3170731707316
308,TS_5_4,apo-ferritin,931.390134529148,135.4596412556054,1349.8318385650225
309,TS_5_4,apo-ferritin,1073.8636363636365,57.12121212121212,1361.7424242424245
310,TS_5_4,apo-ferritin,1313.852140077821,80.50583657587549,164.9416342412451
311,TS_5_4,apo-ferritin,1234.1666666666667,115.27777777777779,315.7407407407407
312,TS_5_4,apo-ferritin,1141.0267857142858,244.55357142857142,133.4375
313,TS_5_4,apo-ferritin,1064.53125,283.4375,376.71875
314,TS_5_4,apo-ferritin,1082.5,267.9,533.3
315,TS_5_4,apo-ferritin,949.1949152542372,300.8474576271187,520.5932203389831
316,TS_5_4,apo-ferritin,970.3676470588234,214.41176470588235,758.8235294117646
317,TS_5_4,apo-ferritin,1067.5342465753424,83.11643835616438,623.8698630136987
318,TS_5_4,apo-ferritin,961.7989417989418,115.18518518518519,815.978835978836
319,TS_5_4,apo-ferritin,967.6190476190476,96.86274509803921,442.5770308123249
320,TS_5_4,apo-ferritin,1164.0458015267175,346.03053435114504,137.09923664122135
321,TS_5_4,apo-ferritin,875.8285714285714,140.68571428571428,188.17142857142858
322,TS_5_4,apo-ferritin,795.1612903225806,663.4101382488479,1043.1336405529955
323,TS_5_4,apo-ferritin,803.6363636363636,629.0151515151515,1237.5
324,TS_5_4,apo-ferritin,1129.3827160493827,477.5720164609054,1307.3251028806585
325,TS_5_4,apo-ferritin,1281.5384615384617,404.30769230769226,1351.6923076923078
326,TS_5_4,apo-ferritin,739.1240875912409,507.88321167883214,1145.109489051095
327,TS_5_4,apo-ferritin,763.9877300613498,500.64417177914106,1342.361963190184
328,TS_5_4,apo-ferritin,727.0229007633588,420.5343511450382,1313.2824427480914
329,TS_5_4,apo-ferritin,894.308617234469,420.7014028056112,1312.1042084168337
330,TS_5_4,apo-ferritin,1015.5725190839695,412.67175572519085,1305.038167938931
331,TS_5_4,apo-ferritin,1115.8333333333333,370.3205128205128,1034.102564102564
332,TS_5_4,apo-ferritin,1325.6382978723404,449.25531914893617,1050.1063829787236
333,TS_5_4,apo-ferritin,1103.4939759036145,628.3132530120482,1320.2409638554218
334,TS_5_4,apo-ferritin,496.0952380952381,678.0952380952381,1090.3809523809523
335,TS_5_4,apo-ferritin,412.78688524590166,601.6393442622951,1225.0819672131147
336,TS_5_4,apo-ferritin,330.18691588785043,848.2616822429907,826.9158878504674
337,TS_5_4,apo-ferritin,3357.8930307941655,792.1231766612642,1627.811993517018
